 X Y ra dec GMAG Gaia_RA Gaia_dec Gaia_B-R med std SNR
39 511.56136747854407 1457.141641546985 263.24704511094194 43.457440612891375 nan nan nan nan 431.8185365 221.3608415010688 1.9507449175373461
40 2033.6476373844016 1465.2233332900819 261.863003688504 43.47325260778534 nan nan nan nan 333.0454045 87.60339877574582 3.801740676210021
41 2031.000570883559 1481.0023937225799 261.86488887108237 43.48314448871219 nan nan nan nan 216.2495005 52.9261209324199 4.085874738035758
42 1532.5270853621532 1479.8192263940573 262.3115481514539 43.46960926410309 8.1872 262.31155221911 43.46970656826 1.1253 3111.2238669999997 1431.2945227064595 2.17371324884059
43 1508.8611031849923 1499.2558280240214 262.3328903756439 43.48228985570557 nan nan nan nan 214.466756 95.01056715229785 2.2572937140372926
44 1441.2937708778131 1501.610024170781 262.39451774342706 43.483804318893824 nan nan nan nan 293.07714799999997 120.15933064161527 2.439071077002965
45 94.09257817342191 1525.2899287804782 263.6269966824815 43.50088990623229 7.2214 263.62675403915 43.50092842528 2.3482 4461.025775 2115.9849412000394 2.108250247031539
46 225.26724276849535 1540.4045897607677 263.5079669519629 43.511579226192524 8.392 263.5077325741 43.51167808013 1.4514 1595.669681 799.6950273670756 1.9953477593247015
47 1260.6116351947528 1558.8183645830154 262.5596472059883 43.52243026366703 nan nan nan nan 200.465563 70.39262937393184 2.8478203582240025
48 51.81038861688548 1606.0222274888554 263.6655167274335 43.553732587375194 nan nan nan nan 306.471613 148.7306238808625 2.0605817753140907
49 141.57657343968694 1607.2804916761427 263.58406065040776 43.55521851641706 10.7778 263.58398226326 43.55538310178 1.0441 219.1712625 81.92123317677118 2.675390176647709
50 993.3532409290856 1609.9878067381023 262.8051890835417 43.558636940868666 7.8739 262.80508962929 43.55884125555 1.1112 4263.04335 1736.63435107704 2.4547731348030233
51 1351.1217517155903 1646.58306145787 262.47607261202495 43.58011845012136 nan nan nan nan 380.320879 119.61696063239206 3.1794895722923906
52 276.283065548464 1733.3519411191671 263.4612843234328 43.64014053812448 nan nan nan nan 343.205187 199.65204716363675 1.7190166185408844
53 1131.1556251610282 1733.515030371613 262.6781282220843 43.640673100815775 9.7314 262.67799326657 43.64048212374 1.0603 727.0762500000001 274.73328323616914 2.6464804025036277
54 161.50395620357764 1737.087823096025 263.56554632025063 43.64112201728307 9.7041 263.56549861265 43.64133677488 1.2135 301.750472 214.8645127268941 1.4043755675165552
55 1337.7658506044354 1816.7959107554493 262.4877950108002 43.69433625761919 8.6875 262.48780609218 43.69430986013 1.0736 1862.132026 802.1479851574377 2.321432030567925
56 2013.6189796533251 1928.7785478059586 261.87042168935926 43.76339731009256 nan nan nan nan 174.714965 60.76570467627463 2.8752232189321707
57 736.137504978202 1973.3807755277417 263.0406666699147 43.808485152808174 nan nan nan nan 316.96615299999996 114.75642630368725 2.76207758649779
58 1896.1429579702206 2011.486858244775 261.9762515837921 43.81562234014836 nan nan nan nan 854.721495 286.5731713634693 2.982559361483044
